id,ccode,date,statenme,year,gwf_casename,coup,milcoup,nonmilcoup,success,type,cwc_coding,type2,cwc_coding2,srofficial,jrofficer,sameeth,anyethclaim,coupleadereth,relative,relationship,anyoutsidesupport,outsidesupporters,coder,ambiguous,staged
145-1978-7-21,145,7/21/1978,Bolivia,1978,Bolivia 71-79,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
145-1978-11-24,145,11/24/1978,Bolivia,1978,Bolivia 71-79,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,0,,JC,,
145-1979-10-11,145,10/11/1979,Bolivia,1979,Bolivia 79-80,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,0,,,,,,,,
145-1979-11-1,145,11/1/1979,Bolivia,1979,Bolivia 79-80,Coup,Military Coup,0,1,PR,successful provisional coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
145-1980-7-17,145,7/17/1980,Bolivia,1980,Bolivia 79-80,Coup,Military Coup,0,1,PR,successful provisional coup,CH,successful regime change coup,,,1,0,,,,,,,,
145-1981-5-11,145,5/11/1981,Bolivia,1981,Bolivia 80-82,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
145-1981-5-25,145,5/25/1981,Bolivia,1981,Bolivia 80-82,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
145-1981-6-27,145,6/27/1981,Bolivia,1981,Bolivia 80-82,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
145-1981-8-4,145,8/4/1981,Bolivia,1981,Bolivia 80-82,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
145-1984-6-30,145,6/30/1984,Bolivia,1984,Bolivia 82-19,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
145-2019-11-10,145,11/10/2019,Bolivia,2019,Bolivia 82-19,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,,,,,,,,,
150-1947-3-7,150,3/7/1947,Paraguay,1947,Paraguay 39-48,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,"Liberals, Febreristas, Communists",JC,,
150-1947-4-26,150,4/26/1947,Paraguay,1947,Paraguay 39-48,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Febreristas; Liga Obrera Marítima,JC,,
150-1948-6-3,150,6/3/1948,Paraguay,1948,Paraguay 39-48,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
150-1948-10-25,150,10/25/1948,Paraguay,1948,Paraguay 48-54,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1949-1-30,150,1/30/1949,Paraguay,1949,Paraguay 48-54,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1949-2-26,150,2/26/1949,Paraguay,1949,Paraguay 48-54,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1949-9-10,150,9/10/1949,Paraguay,1949,Paraguay 48-54,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1954-5-5,150,5/5/1954,Paraguay,1954,Paraguay 48-54,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
150-1955-12-21,150,12/21/1955,Paraguay,1955,Paraguay 54-93,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1989-2-3,150,2/3/1989,Paraguay,1989,Paraguay 54-93,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
150-1996-4-22,150,4/22/1996,Paraguay,1996,Paraguay 93-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
150-2000-5-18,150,5/18/2000,Paraguay,2000,Paraguay 93-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
155-1973-6-29,155,6/29/1973,Chile,1973,Chile 32-73,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
155-1973-9-11,155,9/11/1973,Chile,1973,Chile 32-73,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,0,0,1,0,,0,,1,Protestors; CIA,JC,,
160-1951-9-28,160,9/28/1951,Argentina,1951,Argentina 46-51,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
160-1955-6-16,160,6/16/1955,Argentina,1955,Argentina 51-55,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Anti-Peronist civilians,JC,,
160-1955-9-20,160,9/20/1955,Argentina,1955,Argentina 51-55,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Anti-Peronist civilians,JC,,
160-1955-11-13,160,11/13/1955,Argentina,1955,Argentina 55-58,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1956-6-9,160,6/9/1956,Argentina,1956,Argentina 55-58,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Peronists (e.g. Valle / Tanco),JC,,
160-1959-6-20,160,6/20/1959,Argentina,1959,Argentina 58-66,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1959-9-4,160,9/4/1959,Argentina,1959,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1960-6-13,160,6/13/1960,Argentina,1960,Argentina 58-66,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Anti-Peronist civilians (e.g. Martinez Zemborain),JC,,
160-1960-10-15,160,10/15/1960,Argentina,1960,Argentina 58-66,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1960-11-30,160,11/30/1960,Argentina,1960,Argentina 58-66,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Peronists (e.g. Iñíguez / Escude),JC,,
160-1961-3-23,160,3/23/1961,Argentina,1961,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1961-8-11,160,8/11/1961,Argentina,1961,Argentina 58-66,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Armed civilians,JC,,
160-1962-3-29,160,3/29/1962,Argentina,1962,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1962-4-21,160,4/21/1962,Argentina,1962,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1962-8-9,160,8/9/1962,Argentina,1962,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1962-9-22,160,9/22/1962,Argentina,1962,Argentina 58-66,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1962-12-12,160,12/12/1962,Argentina,1962,Argentina 58-66,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1963-4-2,160,4/2/1963,Argentina,1963,Argentina 58-66,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
160-1966-6-28,160,6/28/1966,Argentina,1966,Argentina 58-66,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,1,
160-1970-6-8,160,6/8/1970,Argentina,1970,Argentina 66-73,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1971-3-22,160,3/22/1971,Argentina,1971,Argentina 66-73,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
160-1971-10-8,160,10/8/1971,Argentina,1971,Argentina 66-73,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,"JC, DD",,
160-1975-12-18,160,12/18/1975,Argentina,1975,Argentina 73-76,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
160-1976-3-24,160,3/24/1976,Argentina,1976,Argentina 73-76,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
160-1981-12-11,160,12/11/1981,Argentina,1981,Argentina 76-83,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,1,
160-1982-6-17,160,6/17/1982,Argentina,1982,Argentina 76-83,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,1,
165-1973-6-27,165,6/27/1973,Uruguay,1973,Uruguay 42-73,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
165-1974-5-21,165,5/21/1974,Uruguay,1974,Uruguay 73-84,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,1,
220-1958-5-31,220,5/31/1958,France,1958,France 1875-NA,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,0,0,1,0,,0,,1,Pied Noirs,JC,,
220-1961-4-21,220,4/21/1961,France,1961,France 1875-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
230-1981-2-23,230,2/23/1981,Spain,1981,Spain 77-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
235-1946-10-10,235,10/10/1946,Portugal,1946,Portugal 26-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Retired Republican Army Officers,JC,,
235-1947-4-10,235,4/10/1947,Portugal,1947,Portugal 26-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,0,,JC,1,
235-1961-4-8,235,4/8/1961,Portugal,1961,Portugal 26-74,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
235-1962-1-1,235,1/1/1962,Portugal,1962,Portugal 26-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Junta Central; Humberto Delgado; Manuel Serra,JC,,
235-1974-3-16,235,3/16/1974,Portugal,1974,Portugal 26-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,0,,JC,,
235-1974-4-25,235,4/25/1974,Portugal,1974,Portugal 26-74,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Protestors,JC,,
235-1974-9-30,235,9/30/1974,Portugal,1974,Portugal 74-76,Coup,Military Coup,0,1,PR,successful provisional coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
235-1975-3-11,235,3/11/1975,Portugal,1975,Portugal 74-76,Coup,Military Coup,0,2,PR,failed provisional coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
235-1975-11-25,235,11/25/1975,Portugal,1975,Portugal 74-76,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,0,1,1,0,,0,,1,Communist Party,JC,,
265-1971-5-3,265,5/3/1971,German Democratic Republic,1971,Germany East 49-90,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,1,Soviet Union,JC,,
265-1989-10-18,265,10/18/1989,German Democratic Republic,1989,Germany East 49-90,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Protesters,JC,,
290-1948-9-3,290,9/3/1948,Poland,1948,Poland 44-89,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Soviet Union,JC,,
290-1981-10-18,290,10/18/1981,Poland,1981,Poland 44-89,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Soviet Union,JC,,
310-1956-7-18,310,7/18/1956,Hungary,1956,Hungary 47-90,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Soviet Union,JC,,
310-1956-10-25,310,10/25/1956,Hungary,1956,Hungary 47-90,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,1,Mass Protestors; Soviet Union,JC,1,
310-1956-10-30,310,10/30/1956,Hungary,1956,Hungary 47-90,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,1,1,0,,0,,1,Mass Protestors; Soviet Union,JC,,
310-1988-5-22,310,5/22/1988,Hungary,1988,Hungary 47-90,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,,
315-1948-2-25,315,2/25/1948,Czechoslovakia,1948,Czechoslovakia 46-48,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,1,0,1,0,,0,,1,Communist Trade Unions; Soviet Union,JC,,
315-1968-1-5,315,1/5/1968,Czechoslovakia,1968,Czechoslovakia 48-89,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,,
350-1951-5-31,350,5/31/1951,Greece,1951,Greece 46-67,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
350-1967-4-21,350,4/21/1967,Greece,1967,Greece 46-67,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
350-1967-12-13,350,12/13/1967,Greece,1967,Greece 67-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,"Karamanlis, Exiles",JC,,
350-1973-11-25,350,11/25/1973,Greece,1973,Greece 67-74,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,0,,JC,,
352-1974-7-15,352,7/15/1974,Cyprus,1974,Cyprus 63-74,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,,,1,0,,,,,,,,
355-1989-11-10,355,11/10/1989,Bulgaria,1989,Bulgaria 44-90,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Soviet Union,JC,1,
360-1989-12-22,360,12/22/1989,Romania,1989,Romania 45-89,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Protestors,JC,,
365-1957-6-18,365,6/18/1957,Russia,1957,Soviet Union 17-91,Coup,Non-Military Coup,1,2,NM,failed non-military coup,SH,failed reshuffling coup,1,,0,0,Russian,0,,0,,JC,,
365-1964-10-15,365,10/15/1964,Russia,1964,Soviet Union 17-91,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,,
365-1991-8-21,365,8/21/1991,Russia,1991,Soviet Union 17-91,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,"JC, DD",,
365-1993-9-23,365,9/23/1993,Russia,1993,Russia 93-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,CPSU (Communist Party); Pro-parliament rebels,JC,,
371-1998-2-3,371,2/3/1998,Armenia,1998,Armenia 94-98,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,1,
371-2018-4-23,371,4/23/2018,Armenia,2018,Armenia 98-18,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Civic Contract; Protesters,JC,,
373-1992-5-14,373,5/14/1992,Azerbaijan,1992,Azerbaijan 91-92,Coup,Non-Military Coup,1,2,NM,failed non-military coup,SH,failed reshuffling coup,1,,1,0,,0,,0,,JC,,
373-1992-5-15,373,5/15/1992,Azerbaijan,1992,Azerbaijan 91-92,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Popular Front,JC,,
373-1994-10-4,373,10/4/1994,Azerbaijan,1994,Azerbaijan 93-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,Russia,JC,,
373-1995-3-13,373,3/13/1995,Azerbaijan,1995,Azerbaijan 93-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Turkey,JC,,
403-1995-8-15,403,8/15/1995,Sao Tome and Principe,1995,Sao Tome and Principe 91-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
403-2003-7-16,403,7/16/2003,Sao Tome and Principe,2003,Sao Tome and Principe 91-NA,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,,,,,,,,,
403-2022-11-25,403,11/25/2022,Sao Tome and Principe,2022,Sao Tome and Principe 91-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,,,,,,,,,,
404-1980-11-14,404,11/14/1980,Guinea-Bissau,1980,Guinea Bissau 74-80,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,0,1,"Vieira is Papel, soldiers are Balanta",0,,0,,JC,,
404-1998-6-7,404,6/7/1998,Guinea-Bissau,1998,Guinea Bissau 80-99,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,"Mane is Mandinka, soldiers are Balanta",0,,1,JM,JC,,
404-2003-9-14,404,9/14/2003,Guinea-Bissau,2003,Guinea Bissau 02-03,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
404-2005-5-25,404,5/25/2005,Guinea-Bissau,2005,Guinea Bissau 03-05,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,0,,,,,,,,
404-2008-11-23,404,11/23/2008,Guinea-Bissau,2008,Guinea Bissau 05-12,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Balanta,,,,,,,1
404-2012-4-12,404,4/12/2012,Guinea-Bissau,2012,Guinea Bissau 05-12,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,,,,,,,,,
404-2012-10-21,404,10/21/2012,Guinea-Bissau,2012,Guinea Bissau 12-14,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Diola,0,,1,"Frenagol[e, Portugal? Gomes Jr?",JC,,1
404-2022-2-1,404,2/1/2022,Guinea-Bissau,2022,Guinea Bissau 14-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
411-1969-3-5,411,3/5/1969,Equatorial Guinea,1969,Equatorial Guinea 68-69,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,1,
411-1979-8-3,411,8/3/1979,Equatorial Guinea,1979,Equatorial Guinea 69-79,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,,,1,0,,1,,,,,,
420-1981-7-30,420,7/30/1981,Gambia,1981,Gambia 65-94,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,0,Sanyang is Jola; Diola,0,,1,Gamia Socialist Revolutionary Party,JC,,
420-1994-7-22,420,7/22/1994,Gambia,1994,Gambia 65-94,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,0,"Diola (Jammeh), Mandinka (Hydara/Sigteh), Fula (Sabally)",0,,0,,JC,,
420-1994-11-11,420,11/11/1994,Gambia,1994,Gambia 94-17,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,0,0,Mandinka,0,,0,,JC,,1
420-2014-12-30,420,12/30/2014,Gambia,2014,Gambia 94-17,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,"Gambians in U.S. or UK (Cherno M. Njie, etc.)",JC,,
432-1968-11-19,432,11/19/1968,Mali,1968,Mali 60-68,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
432-1991-3-26,432,3/26/1991,Mali,1991,Mali 68-91,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Protestors,JC,,
432-2012-3-22,432,3/22/2012,Mali,2012,Mali 92-12,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
432-2012-4-30,432,4/30/2012,Mali,2012,Mali 12-13,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Amadou Toumani Toure,JC,,
432-2020-8-18,432,8/18/2020,Mali,2020,Mali 13-20,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
432-2021-5-24,432,5/24/2021,Mali,2021,Mali 20-NA (new),Coup,Military Coup,0,1,PR,successful provisional coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
433-1962-12-17,433,12/17/1962,Senegal,1962,Senegal 60-00,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,0,0,Wolof,0,,0,,JC,,
434-1963-10-28,434,10/28/1963,Benin,1963,Benin 60-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,0,1,South/Central (Fon),0,,1,Protestors,JC,,
434-1965-11-29,434,11/29/1965,Benin,1965,Benin 63-65,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,0,0,,0,,0,,JC,,
434-1965-12-22,434,12/22/1965,Benin,1965,Benin 63-65,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,0,,0,,0,,JC,,
434-1967-12-17,434,12/17/1967,Benin,1967,Benin 65-67,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,Northerners,0,,0,,JC,,
434-1969-7-12,434,7/12/1969,Benin,1969,Benin 67-69,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,0,0,,0,,0,,JC,1,
434-1969-12-13,434,12/13/1969,Benin,1969,Benin 69-70,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Southerners,0,,0,,JC,,
434-1972-2-23,434,2/23/1972,Benin,1972,Benin 70-72,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,0,,,,,,,,
434-1972-10-26,434,10/26/1972,Benin,1972,Benin 70-72,Coup,Military Coup,0,1,PR,successful provisional coup,CH,successful regime change coup,,,0,0,Kerekou is Northerners; Others are Fon,,,,,,,
434-1975-1-21,434,1/21/1975,Benin,1975,Benin 72-90,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,South/Central (Fon),0,,1,Ex-President Zinsou (allegedly),JC,,
435-1978-7-10,435,7/10/1978,Mauritania,1978,Mauritania 60-78,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
435-1979-4-6,435,4/6/1979,Mauritania,1979,Mauritania 78-05,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,1,
435-1984-12-12,435,12/12/1984,Mauritania,1984,Mauritania 78-05,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
435-2003-6-8,435,6/8/2003,Mauritania,2003,Mauritania 78-05,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,1,0,,0,,0,,JC,,
435-2005-8-3,435,8/3/2005,Mauritania,2005,Mauritania 78-05,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
435-2008-8-6,435,8/6/2008,Mauritania,2008,Mauritania 07-08,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
436-1963-12-3,436,12/3/1963,Niger,1963,Niger 60-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,1,0,1,Fulani,0,,0,,JC,,
436-1974-4-15,436,4/15/1974,Niger,1974,Niger 60-74,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
436-1976-3-15,436,3/15/1976,Niger,1976,Niger 74-91,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Bayere is Hausa; Mohammed/Mouddour are Taureg,0,,1,Libya,JC,,
436-1983-10-5,436,10/5/1983,Niger,1983,Niger 74-91,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,0,0,Fulani,0,,0,,JC,,
436-1996-1-27,436,1/27/1996,Niger,1996,Niger 93-96,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Djerma-Songhai,,,,,,,
436-1999-4-9,436,4/9/1999,Niger,1999,Niger 96-99,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,1,1,0,,0,,0,,JC,,
436-2010-2-18,436,2/18/2010,Niger,2010,Niger 09-10,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
436-2021-3-31,436,3/31/2021,Niger,2021,Niger 11-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
437-1999-12-24,437,12/24/1999,Ivory Coast,1999,Ivory Coast 60-99,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Southern Mande; Northerners (Mande and Voltaic/Gur),0,,1,Outtara/RDR Supporters,JC,,
437-2000-9-18,437,9/18/2000,Ivory Coast,2000,Ivory Coast 99-00,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Northerners (Mande and Voltaic/Gur),0,,1,Alassane Outtara supporters,JC,,1
